ゲイジュツ,芸術,1285,1285,84,-9.1552
ゲキサッカ,劇作家,1289,1289,204,-9.6225
ゲキジョウ,劇場,1285,1285,449,-9.3360
ゲキジョウバン,劇場版,1288,1288,424,-9.6390
ゲキチュウ,劇中,1288,1288,322,-9.6617
ゲキテキ,劇的,1287,1287,169,-9.1464
ゲキハ,撃破,1283,1283,411,-9.7957
ゲスト,ゲスト,1285,1285,409,-9.1959
ゲスル,解する,583,583,456,-9.8614
ゲット,ゲット,1292,1292,283,-7.9983
ゲツヨウ,月曜,1314,1314,305,-8.7395
ゲツヨウビ,月曜日,1314,1314,380,-8.3160
ゲンイン,原因,1285,1285,192,-8.0192
ゲンエキ,現役,1285,1285,334,-9.1733
ゲンエキジダイ,現役時代,1288,1288,158,-9.8487
ゲンカイ,限界,1285,1285,351,-9.1265
ゲンカク,厳格,1287,1287,169,-9.2118
ゲンキ,元気,1287,1287,17,-6.7041
ゲンキニ,元気に,1287,329,17,-9.7912
ゲンキニ,元気に,1287,151,17,-9.8021
ゲンキュウ,言及,1283,1283,375,-9.0162
ゲンキン,現金,1285,1285,474,-9.8353
ゲンゴ,言語,1285,1285,340,-8.5306
ゲンサク,原作,1285,1285,322,-8.6828
ゲンザイ,現在,1314,1314,480,-4.9503
ゲンザイノ,現在の,1314,368,17,-8.7186
ゲンザイハ,現在は,1314,261,17,-9.1996
ゲンショウ,減少,1283,1283,182,-8.3165
ゲンショウ,現象,1285,1285,339,-9.0983
ゲンジツ,現実,1285,1285,287,-8.3021
ゲンジョウ,現状,1285,1285,468,-8.9843
ゲンズ,げんず,593,593,501,-7.5449
ゲンズ,減ず,593,593,43,-8.5230
ゲンズル,げんずる,592,592,501,-7.5464
ゲンズル,減ずる,592,592,43,-8.5244
ゲンソク,原則,1285,1285,455,-9.1170
ゲンソン,現存,1283,1283,435,-9.1037
ゲンダイ,現代,1285,1285,88,-8.4795
ゲンチ,現地,1285,1285,490,-8.9742
ゲンテイ,限定,1283,1283,375,-8.0927
ゲントウシャ,幻冬舎,1292,1292,136,-9.8332
ゲンナ,元和,1293,1293,21,-9.1860
ゲンニ,現に,1281,1281,456,-9.3207
ゲンバ,現場,1285,1285,490,-8.7268
ゲンミツ,厳密,1287,1287,169,-8.3682
ゲンリ,原理,1285,1285,287,-9.8860
ゲーテ,ゲーテ,1290,1290,204,-9.6718
ゲーム,ゲーム,1285,1285,283,-7.3524
ゲームノ,ゲームの,1285,368,17,-9.6639
ゲームヲ,ゲームを,1285,156,17,-9.8147
