レ,れ,876,876,468,-2.3621
ナイ,ない,473,473,468,-2.2130
レル,れる,870,870,468,-2.5815
ン,ん,515,515,437,-2.7379
ズ,ず,487,487,282,-2.8888
タ,た,435,435,282,-1.7366
バ,ば,318,318,282,-2.6729
、,、,10,10,151,-1.5634
ラレ,られ,876,876,356,-4.0743
セ,せ,876,876,258,-4.5625
マシ,まし,499,499,17,-2.4789
ラレル,られる,870,870,471,-4.0216
ヌ,ぬ,484,484,17,-3.6378
ウ,う,506,506,133,-2.5567
ナク,なく,481,481,468,-2.8211
ツ,つ,370,370,437,-3.6391
コノ,この,1315,1315,468,-3.3504
デ,で,458,458,468,-2.2625
ソノ,その,1315,1315,468,-3.4683
ナクッ,なくっ,481,481,17,-3.0402
セル,せる,870,870,43,-4.6379
「,「,6,6,352,-2.3719
イ,い,930,930,356,-2.4550
オ,お,560,560,437,-3.7363
シ,し,517,517,258,-3.8663
テ,て,307,307,356,-1.8445
ナンカ,なんか,2,2,17,-4.2366
タメ,ため,1313,1313,282,-3.7008
ヨ,よ,288,288,17,-2.4507
シ,し,610,610,258,-1.9199
