ヨ,よ,288,288,17,-2.4507
ト,と,164,164,282,-2.1353
。,。,8,8,61,-1.6507
ケド,けど,301,301,17,-2.6371
カラ,から,297,297,356,-2.5920
ガ,が,299,299,468,-2.3975
ナ,な,275,275,287,-2.7792
ガ,が,148,148,468,-1.7910
ネ,ね,279,279,47,-2.4799
ナ,な,454,454,287,-2.1762
、,、,10,10,151,-1.5634
シ,し,304,304,258,-2.8160
！,！,1318,1318,244,-2.2258
シロ,しろ,608,608,437,-2.2713
カラ,から,147,147,356,-2.3281
ト,と,150,150,282,-2.3522
ト,と,363,363,282,-2.4250
ナ,な,12,12,468,-2.4321
ナカレ,なかれ,30,30,468,-2.4398
ニ,に,329,329,282,-2.4457
ト,と,309,309,282,-2.5848
マセ,ませ,497,497,17,-2.4776
ナイ,ない,482,482,468,-2.4901
ヤ,や,366,366,43,-2.4957
ナ,な,468,468,287,-2.4985
ナキ,なき,474,474,495,-2.5008
ナシ,なし,475,475,258,-2.5009
ナレ,なれ,456,456,47,-2.5196
レル,れる,870,870,468,-2.5815
ス,す,602,602,481,-2.5953
